no,part_no,Sparepart,Stok,Jumlah,Harga,Kategori,Klasifikasi
264.0,13421-58B00-000,"GASKET,THROTTLE BODY",Sedang,Tinggi,Murah,Critical,laris
265.0,37670-60A02-000,"SWITCH ASSY,DOOR",Sedang,Rendah,Murah,Slow,laris
266.0,49114-60A00-000,SEAL SET,Banyak,Tinggi,Mahal,Fast,laris
267.0,25517-60B01-000,"SEAL,GEAR SHIFT OIL",Banyak,Tinggi,Murah,Fast,laris
268.0,11910-60A03-000,"BUSH,TORQUE STOPPER",Sedang,Rendah,Mahal,Critical,tidak laris
269.0,73416-77501-000,"SPRING,GLOVE BOX LID LOCK",Sedang,Tinggi,Murah,Critical,laris
270.0,49214-82C00-000,"HOSE,SUCTION",Banyak,Tinggi,Murah,Fast,laris
271.0,48400-80250-5ES,"COVER SET,STEERING COLUMN",Dikit,Rendah,Mahal,Slow,tidak laris
272.0,12140-61G50-000,"RING SET,PISTON",Sedang,Tinggi,Murah,Critical,laris
273.0,12140-61G50-025,"RING SET,PISTON,OS:0.25",Sedang,Tinggi,Mahal,Critical,laris
274.0,12140-61G50-050,"RING SET,PISTON,OS:0.50",Sedang,Tinggi,Murah,Critical,laris
275.0,13260-61BT0-000,SOLENOID SET,Dikit,Rendah,Mahal,Critical,laris
276.0,58410-60A30-000,"HINGE,FRONT HOOD,L",Banyak,Rendah,Mahal,Slow,tidak laris
277.0,83791-83011-5ES,"GARNISH,FR DOOR TRIM UPPER,R",Sedang,Tinggi,Murah,Slow,laris
278.0,83792-83011-5ES,"GARNISH,FR DOOR TRIM UPPER,L",Sedang,Rendah,Murah,Slow,laris
279.0,48830-50G10-000,"TIE-ROD COMP,STEERING",Sedang,Rendah,Mahal,Critical,tidak laris
280.0,11610-58B10-000,"MOUNTING,ENG FRONT",Dikit,Rendah,Mahal,Critical,laris
281.0,78470-50C00-000,FRAME TOP BOW,Dikit,Rendah,Mahal,Slow,tidak laris
282.0,09409-06309-5ES,CLIP(BLACK),Banyak,Tinggi,Murah,Slow,laris
283.0,28231-60B10-000,"BUSH,CONT SHAFT",Sedang,Tinggi,Murah,Critical,laris
284.0,82850-61A01-000,"HANDLE,BACK DOOR OUT",Banyak,Tinggi,Murah,Slow,laris
285.0,13650-50G01-000,"SENSOR,WATER TEMP",Banyak,Tinggi,Mahal,Critical,laris
286.0,22100-60G20-000,"COVER ASSY,CLUTCH",Sedang,Tinggi,Mahal,Slow,laris
287.0,72381-60G00-000,"COVER,ENGINE UNDER,R",Sedang,Tinggi,Murah,Slow,laris
288.0,17931-60G00-000,"TANK,WATER RESERVE",Banyak,Tinggi,Murah,Fast,laris
289.0,84623-60G00-000,MOLDING BACK WINDOW UPPER,Sedang,Rendah,Mahal,Slow,tidak laris
290.0,37400-60G50-000,"SWITCH ASSY,COMB",Dikit,Rendah,Mahal,Slow,tidak laris
291.0,11610-60G10-000,"MOUNTING COMP,ENGINE,RH",Dikit,Rendah,Mahal,Critical,laris
292.0,51220-50F00-000,"CAP,RESERVOIR",Sedang,Tinggi,Murah,Slow,laris
293.0,11620-62G01-000,"MOUNTING COMP,ENGINE,LH",Sedang,Rendah,Mahal,Critical,tidak laris
294.0,54410-56B60-000,"CABLE COMP,PARKING BRAKE,R",Sedang,Rendah,Mahal,Critical,tidak laris
295.0,12610-61G00-000,"PULLEY,CRANKSHAFT",Sedang,Rendah,Mahal,Critical,tidak laris
296.0,46200-50830-000,"ARM SET,REAR SUSPENSION",Sedang,Rendah,Mahal,Critical,tidak laris
297.0,11710-62G00-000,"MOUNTING COMP,ENGINE,RR",Dikit,Rendah,Mahal,Critical,laris
298.0,17561-63B01-000,"CAP,WATER THERMOSTAT",Sedang,Tinggi,Murah,Slow,laris
299.0,11349-60A01-000,"GASKET,OIL SEAL HOUSING",Sedang,Tinggi,Murah,Critical,laris
300.0,29610-82C01-000,"MOUNTING,T/F",Sedang,Rendah,Murah,Critical,laris
301.0,23800-70810-000,PISTON & CUP SET,Sedang,Tinggi,Murah,Critical,laris
302.0,09283-44011-000,"SEAL,OIL,44X62X8",Banyak,Tinggi,Murah,Fast,laris
303.0,26130-60G00-000,"GEAR COMP,SPEEDOMETER DRIVEN",Sedang,Rendah,Mahal,Critical,tidak laris
304.0,43420-50820-000,"HUB SET,FRONT WHEEL",Dikit,Rendah,Mahal,Critical,laris
305.0,45200-60830-000,"ARM SET,FR SPNSN RH",Dikit,Rendah,Mahal,Critical,laris
306.0,72121-77501-27N,"GARNISH, HEAD LAMP LH",Dikit,Rendah,Mahal,Slow,tidak laris
307.0,26131-77510-000,"GEAR,SPEEDOMETER DRIVEN",Sedang,Tinggi,Murah,Critical,laris
308.0,55840-64G00-000,PISTON/SEAL SET,Sedang,Tinggi,Murah,Critical,laris
309.0,35121-77502-27N,"UNIT,HEADLAMP,RH",Dikit,Rendah,Mahal,Critical,laris
310.0,35321-77502-27N,"UNIT,HEADLAMP,LH",Dikit,Rendah,Mahal,Critical,laris
311.0,38720-75F30-000,"CONTROLLER ASSY,POWER STRG",Dikit,Rendah,Mahal,Critical,laris
312.0,11710-75F00-000,"MOUNTING,ENGINE RR",Sedang,Tinggi,Murah,Critical,laris
313.0,11875-54E00-000,"MOUNTING,T/M",Sedang,Rendah,Murah,Critical,laris
314.0,15110-75FS0-000,PUMP/FILTER ASSY,Dikit,Rendah,Mahal,Critical,laris
315.0,17561-60B61-000,"CAP,WATER THERMOSTAT",Banyak,Rendah,Murah,Slow,tidak laris
316.0,24240-64B00-000,GEAR INPUT SHAFT 4TH,Sedang,Tinggi,Mahal,Critical,laris
317.0,39250-70B40-000,ANTENNA ASSY,Sedang,Tinggi,Mahal,Slow,laris
318.0,41741-50E00-000,"BEARING,FRONT STRUT",Banyak,Rendah,Murah,Critical,laris
319.0,48810-76G00-000,"END COMP,STEERING TIE-ROD",Sedang,Tinggi,Mahal,Critical,laris
320.0,52241-84010-000,"PIN,SHOE HOLD DOWN",Sedang,Tinggi,Murah,Critical,laris
1.039,55840-80J01-000,PISTON CUP&BOOT SET,Dikit,Rendah,Mahal,Critical,laris
322.0,55192-75F00-000,"PIN,CYLINDER SLIDE,NO.2",Banyak,Tinggi,Murah,Critical,laris
323.0,77191-50G00-000,SPRING FUEL INLET LID,Sedang,Tinggi,Murah,Critical,laris
324.0,78163-50E00-000,END ROOF MOLDING RR L,Sedang,Tinggi,Murah,Slow,laris
325.0,84611-75F00-000,MOLDING WINDSHIELD,Dikit,Rendah,Mahal,Slow,tidak laris
326.0,17852-60G10-000,"HOSE,RADIATOR,INLET",Banyak,Tinggi,Murah,Fast,laris
327.0,33220-50G02-000,"SENSOR ASSY,CAM POSITION",Sedang,Tinggi,Mahal,Critical,laris
328.0,72311-65G00-000,"LINNING,FRONT FENDER,R",Dikit,Rendah,Mahal,Slow,tidak laris
329.0,72316-65G00-000,"LINNING,FRONT FENDER L",Sedang,Rendah,Mahal,Slow,tidak laris
330.0,14182-64B03-000,"GASKET,EXH PIPE",Sedang,Tinggi,Murah,Critical,laris
331.0,36210-50E61-6GS,"LAMP ASSY,ROOM(GRAY)",Banyak,Rendah,Mahal,Slow,tidak laris
332.0,09448-21005-000,SPRING,Sedang,Tinggi,Murah,Critical,laris
333.0,17700-77E20-000,RADIATOR ASSY,Dikit,Rendah,Mahal,Critical,laris
334.0,27431-60G10-000,"SEAL ,DIFF SIDE OIL",Banyak,Tinggi,Murah,Fast,laris
335.0,27441-60G10-000,"SEAL ,DIFF SIDE R",Banyak,Tinggi,Murah,Fast,laris
336.0,72831-65D10-000,"BRACKET,SPARE TIRE COVER",Banyak,Tinggi,Murah,Slow,laris
337.0,35650-65D10-000,"LAMP UNIT,RR COMB,RH",Dikit,Rendah,Mahal,Slow,tidak laris
338.0,35670-65D10-000,"LAMP UNIT,RR COMB,LH",Dikit,Rendah,Mahal,Slow,tidak laris
339.0,49114-64G10-000,SEAL SET,Sedang,Tinggi,Murah,Fast,laris
340.0,09159-12057-000,NUT,Banyak,Tinggi,Murah,Fast,laris
341.0,09280-34005-000,"O RING,D:3.5,ID:33.7",Banyak,Tinggi,Murah,Fast,laris
342.0,09283-28014-000,"SEAL,OIL,28X50X8",Banyak,Tinggi,Murah,Fast,laris
343.0,09283-98002-000,"SEAL,OIL,98X116X10",Banyak,Tinggi,Murah,Fast,laris
344.0,11146-85FA1-000,"BOLT,CYLINDER HEAD",Banyak,Tinggi,Murah,Critical,laris
345.0,11188-85FA0-000,"WASHER,CYL HEAD COVER SEAL",Banyak,Tinggi,Murah,Critical,laris
346.0,11189-77E00-000,"GASKET,CYLINDER HEAD COVER",Sedang,Tinggi,Murah,Critical,laris
347.0,11610-65D00-000,"MOUNTING,ENGINE,FRONT",Sedang,Tinggi,Mahal,Critical,laris
361.0,17530-77E00-000,"RING SET,PISTON,OS:0.50",Sedang,Tinggi,Mahal,Critical,laris
349.0,12615-85FA0-000,"BOLT,CRANKSHAFT PULLEY",Sedang,Tinggi,Murah,Critical,laris
350.0,12631-77E00-000,"SPROCKET,CRANKSHAFT TIMING",Sedang,Tinggi,Murah,Critical,laris
351.0,12741-77E00-000,"SPROCKET,CAMSHAFT TIMING",Sedang,Tinggi,Murah,Critical,laris
352.0,12762-77E00-000,"CHAIN COMP,TIMING,2ND",Banyak,Tinggi,Murah,Critical,laris
353.0,12771-77E00-000,"GUIDE,TIMING CHAIN,NO.1",Banyak,Tinggi,Murah,Critical,laris
354.0,12811-77E00-000,"TENSIONER,TIMING CHAIN",Banyak,Tinggi,Mahal,Critical,laris
355.0,12835-77E00-000,"GASKET,TENSIONER ADJ,NO,2",Sedang,Tinggi,Murah,Critical,laris
356.0,15910-60A03-000,"CABLE ASSY,ACCEL(RH)",Sedang,Tinggi,Murah,Critical,laris
357.0,16100-65D00-000,"PUMP ASSY,OIL",Sedang,Rendah,Mahal,Critical,tidak laris
954.0,17530-82J00-000,"CHAIN,OIL PUMP DRIVE",Banyak,Rendah,Mahal,Critical,tidak laris
359.0,17110-65D00-000,"FAN,ENGINE COOLING",Banyak,Tinggi,Mahal,Critical,laris
360.0,17511-77E00-000,"PULLEY,WATER PUMP",Sedang,Tinggi,Murah,Critical,laris
896.0,42412-78K00-000,"PULLEY,GEN BELT IDLER",Dikit,Rendah,Mahal,Critical,laris
362.0,17579-77EA0-000,"GASKET,WTR OUTLET CAP",Sedang,Rendah,Murah,Critical,laris
363.0,17590-77EA1-000,"PIPE,WATER BYPASS",Banyak,Tinggi,Murah,Fast,laris
610.0,12140-65J50-000,"SHROUD,FAN",Sedang,Rendah,Mahal,Critical,tidak laris
365.0,17841-77EA0-000,"HOSE,RADIATOR,INLET",Banyak,Rendah,Murah,Fast,laris
366.0,17851-77EA0-000,"HOSE,RADIATOR,OUTLET",Banyak,Tinggi,Murah,Fast,laris
367.0,17859-77EA1-000,"HOSE,WATER BYPASS",Banyak,Tinggi,Murah,Fast,laris
368.0,17871-65D00-000,"HOSE,HEATER INLET",Banyak,Tinggi,Murah,Fast,laris
369.0,17880-77EA2-000,"PIPE,HTR OUTLET",Banyak,Tinggi,Mahal,Fast,laris
370.0,36232-65D00-000,"LENS,SPOT LAMP",Sedang,Rendah,Mahal,Slow,tidak laris
371.0,37990-65D20-T01,"SWITCH ASSY,POWER WINDOW,MA",Dikit,Rendah,Mahal,Slow,tidak laris
372.0,38330-65D10-000,"ARM ASSY,WIPER,LH",Sedang,Tinggi,Mahal,Slow,laris
373.0,41601-65D10-000,"STRUT ASSY,FRONT SUSPENSION,R",Sedang,Rendah,Mahal,Critical,tidak laris
374.0,41602-65D10-000,"STRUT ASSY,FRONT SUSPENSION,L",Sedang,Rendah,Mahal,Critical,tidak laris
375.0,43485-65D00-000,"RING,RR WHEEL BRG RETAINER",Sedang,Tinggi,Murah,Critical,laris
376.0,45261-65D01-000,"BUSHING,SPNSN ARM,FRONT",Banyak,Rendah,Murah,Critical,laris
377.0,46300-65D00-000,"ROD ASSY,RR SPNSN,LATERAL",Sedang,Tinggi,Mahal,Critical,laris
378.0,48575-65D00-000,"WIRE,RACK BOOT",Banyak,Tinggi,Murah,Fast,laris
379.0,53231-65D00-000,"SPRING,SHOE RETURN,LOWER",Sedang,Tinggi,Murah,Critical,laris
380.0,53243-65D00-000,"SPRING,SHOE HOLD DOWN",Sedang,Tinggi,Murah,Critical,laris
381.0,53331-65D00-000,"SPRING,SHOE RETURN,UPPER",Sedang,Tinggi,Murah,Critical,laris
382.0,53792-52D00-000,"SPRING,ANTIRATTLE,L",Sedang,Tinggi,Murah,Critical,laris
383.0,53824-65D00-000,"SPRING,ADJUSTER",Banyak,Tinggi,Murah,Critical,laris
384.0,55234-77E00-000,"LINER,PAD",Sedang,Rendah,Murah,Slow,laris
385.0,72112-65D10-0PG,GARNISH FR GRILLE UPPER(CHROME),Sedang,Rendah,Mahal,Slow,tidak laris
386.0,72481-65D10-000,"LINING,FRONT FENDER R",Sedang,Rendah,Mahal,Slow,tidak laris
387.0,72482-65D10-000,LINING FRONT FENDER L,Dikit,Rendah,Mahal,Slow,tidak laris
388.0,73430-60870-T01,LOCK GLOVE BOX,Dikit,Rendah,Mahal,Slow,tidak laris
389.0,75521-65D10-000,"LINING, REAR WHEEL HSG, R",Sedang,Rendah,Mahal,Slow,tidak laris
390.0,75531-65DA0-000,"LINING, REAR WHEEL HOUSING, LH",Sedang,Rendah,Mahal,Slow,tidak laris
391.0,77312-65D00-000,"WEATHERSTRIP, COWL TOP",Sedang,Tinggi,Murah,Slow,laris
392.0,77541-65D00-5PK,"MOLDING, ROOF DRIP, R",Sedang,Rendah,Mahal,Slow,tidak laris
393.0,77553-65D10-000,"CLIP, SPLASH GUARD",Sedang,Tinggi,Murah,Slow,laris
394.0,78226-65D01-1YW,"CAP,ROOF RAIL FR L",Banyak,Tinggi,Mahal,Slow,tidak laris
395.0,83660-65D00-000,"RUN COMP, FR DOOR GLASS, R",Sedang,Rendah,Mahal,Slow,tidak laris
396.0,83680-65D00-000,"RUN COMP, FR DOOR GLASS, L",Sedang,Rendah,Mahal,Slow,tidak laris
397.0,83810-65D00-000,"WEATHERSTRIP COMP, FR DR OUT, R",Sedang,Rendah,Mahal,Slow,tidak laris
398.0,83820-65D00-000,"WEATHERSTRIP COMP, FR DR OUT, L",Sedang,Rendah,Mahal,Slow,tidak laris
399.0,83830-65D00-000,"WEATHERSTRIP COMP, RR DR OUT, R",Banyak,Rendah,Mahal,Slow,tidak laris
400.0,83840-65D00-000,"WEATHERSTRIP COMP, RR DR OUT, L",Sedang,Tinggi,Mahal,Slow,laris
401.0,84611-65D00-5PK,MOLDING WINDSHIELD,Dikit,Rendah,Mahal,Slow,tidak laris
402.0,89311-65DA0-000,"PROTECTOR,FILLER HOSE",Sedang,Rendah,Mahal,Slow,tidak laris
403.0,33278-77E10-000,O RING,Banyak,Tinggi,Murah,Fast,laris
404.0,43420-77810-000,"HUB SET,FRONT WHEEL",Dikit,Rendah,Mahal,Critical,laris
405.0,11710-77E11-000,"MOUNTING,ENG,RR",Sedang,Tinggi,Mahal,Critical,laris
406.0,24971-57B00-000,"KEY,WOODRUFF",Dikit,Rendah,Murah,Slow,laris
407.0,29799-54D10-000,"SEAL,OIL PUMP BODY",Banyak,Tinggi,Murah,Fast,laris
408.0,12631-86510-000,"PULLEY,CRANK TIMING BELT",Sedang,Tinggi,Murah,Critical,laris
409.0,56451-65D00-000,"RING,REAR WHEEL SENSOR",Sedang,Tinggi,Murah,Critical,laris
410.0,71711-65D00-799,BUMPER FRT,Dikit,Rendah,Mahal,Slow,tidak laris
411.0,36210-60G01-6GS,"LAMP ASSY,ROOM(GRAY)",Banyak,Tinggi,Mahal,Slow,tidak laris
412.0,41710-54G10-000,"SUPPORT COMP,FRONT STRUT",Dikit,Rendah,Mahal,Critical,laris
413.0,77811-75F01-0PG,EMBLEM S MARK,Sedang,Rendah,Murah,Slow,laris
414.0,77811-60G01-0PG,EMBLEM S MARK,Sedang,Rendah,Murah,Slow,laris
415.0,13780-75F00-000,"ELEMENT,AIR CLEANER",Banyak,Tinggi,Murah,Fast,laris
416.0,11710-80011-000,"MOUNTING,ENG RR",Banyak,Tinggi,Murah,Critical,laris
417.0,12151-60D00-000,"PIN,PISTON",Sedang,Tinggi,Murah,Critical,laris
418.0,48534-50F00-000,"PLUNGER,STEERING RACK",Sedang,Rendah,Murah,Critical,laris
419.0,44220-73AV0-000,"SHAFT ASSY,REAR AXLE,L",Dikit,Rendah,Mahal,Critical,laris
420.0,42412-65D00-000,"BUSHING,STAB BAR MOUNT",Sedang,Tinggi,Murah,Critical,laris
421.0,55201-56B01-000,"BOOT,PIN",Sedang,Tinggi,Murah,Critical,laris
422.0,11402-61872-000,"GASKET SET,ENGINE",Dikit,Rendah,Mahal,Critical,laris
423.0,35120-54G10-000,"UNIT,HEADLAMP,R",Dikit,Rendah,Mahal,Critical,laris
424.0,35320-54G10-000,"UNIT,HEADLAMP,L",Sedang,Rendah,Mahal,Critical,tidak laris
425.0,35650-54G00-000,"LAMP UNIT,RR COMB,R",Dikit,Rendah,Mahal,Slow,tidak laris
426.0,35670-54G00-000,"LAMP UNIT,RR COMB,L",Dikit,Rendah,Mahal,Slow,tidak laris
427.0,71711-54G00-799,BUMPER FRONT,Dikit,Rendah,Mahal,Slow,tidak laris
428.0,71811-54G00-799,BUMPER REAR,Dikit,Rendah,Mahal,Slow,tidak laris
429.0,83401-54G20-000,REGULATOR ASSY FR W/D R,Sedang,Rendah,Mahal,Critical,tidak laris
430.0,44210-73AV0-000,"SHAFT ASSY,REAR AXLE,R",Dikit,Rendah,Mahal,Critical,laris
431.0,17559-73010-000,"GASKET,WATER INLET",Sedang,Tinggi,Murah,Critical,laris
432.0,27431-73H30-000,SEAL OIL,Banyak,Tinggi,Murah,Fast,laris
433.0,83811-54G00-000,WEATHERSTRIP FR DOOR RH,Sedang,Tinggi,Mahal,Slow,laris
434.0,11710-65G50-000,"MOUNTING,ENGINE RR",Dikit,Rendah,Mahal,Critical,laris
321.0,52400-84811-000,"RING SET,PISTON(STD)",Sedang,Rendah,Mahal,Critical,tidak laris
436.0,12221-69GA0-000,CRANKSHAFT,Dikit,Rendah,Mahal,Critical,laris
437.0,83821-54G00-000,WEATHERSTRIP FR DOOR LH,Sedang,Rendah,Mahal,Slow,tidak laris
438.0,09283-83001-000,"SEAL,OIL,83X103X8",Banyak,Tinggi,Murah,Fast,laris
439.0,37990-54G11-P4Z,"SWITCH ASSY,P/W MAIN(GRAY)",Dikit,Rendah,Mahal,Slow,tidak laris
440.0,45540-54G00-000,"BUSHING,SPNSN ARM,REAR",Banyak,Tinggi,Murah,Critical,laris
441.0,77811-54G10-GB2,EMBLEM MARK S,Sedang,Rendah,Murah,Slow,laris
442.0,77821-54G00-0PG,EMBLEM AERIO (CHROME),Dikit,Rendah,Murah,Slow,laris
443.0,09112-08004-000,"BOLT,8X25",Banyak,Tinggi,Murah,Critical,laris
444.0,11620-54G11-000,"MOUNTING,ENGINE LH",Sedang,Tinggi,Mahal,Critical,laris
445.0,12610-69G00-000,"PULLEY COMP,CRANKSHAFT",Sedang,Tinggi,Mahal,Critical,laris
446.0,48526-54G00-000,"MOUNT,STEERING RACK SIDE",Sedang,Tinggi,Murah,Critical,laris
572.0,12100-54812-050,"TIE-ROD COMP,STEERING",Sedang,Rendah,Mahal,Critical,tidak laris
448.0,49140-54G00-000,"TANK ASSY,POWER STEERING",Sedang,Tinggi,Mahal,Critical,laris
449.0,49222-54G70-000,"HOSE,SUCTION",Sedang,Rendah,Murah,Fast,laris
450.0,49223-54G10-000,"HOSE,RETURN GEAR SIDE",Sedang,Tinggi,Mahal,Fast,laris
451.0,84512-54G00-000,MOLDINGWINDSHIELD,Sedang,Tinggi,Mahal,Slow,laris
452.0,38480-54G00-000,"NOZZLE,WASHER",Banyak,Rendah,Murah,Fast,laris
453.0,56210-54G00-000,"SENSOR COMP,FR WHEEL,R",Sedang,Tinggi,Mahal,Critical,laris
454.0,56310-54G00-000,"SENSOR,RR WHEEL,R",Sedang,Rendah,Mahal,Critical,tidak laris
455.0,64850-55G00-000,"DOOR COMP, FUEL FILLER",Sedang,Rendah,Murah,Slow,laris
456.0,09471-12195-000,"BULB,12V5W",Banyak,Tinggi,Murah,Fast,laris
457.0,17581-69G00-000,"CAP,WATER OUTLET",Dikit,Rendah,Murah,Slow,laris
458.0,23260-75C01-000,"SHAFT COMP,CLUTCH RELEASE",Banyak,Tinggi,Murah,Critical,laris
459.0,26543-55GT0-000,"PISTON SET,C-2 ACCUMULATOR",Sedang,Tinggi,Murah,Critical,laris
565.0,48550-70B10-000,BEARING DRIVE INTERMEDIATE,Sedang,Tinggi,Mahal,Critical,laris
461.0,35118-76F00-000,"SOCKET,POSITION LAMP",Banyak,Tinggi,Murah,Fast,laris
462.0,37111-54G00-000,SWITCH ASSY,Sedang,Rendah,Mahal,Slow,tidak laris
463.0,37670-76G00-000,"SWITCH ASSY,DOOR",Sedang,Tinggi,Murah,Slow,laris
464.0,55191-78A00-000,"PIN,CYLINDER SLIDE",Sedang,Tinggi,Murah,Critical,laris
465.0,72381-54G02-000,COVER ENGINE UNDER R,Banyak,Tinggi,Murah,Slow,laris
466.0,72382-54G11-000,COVER ENGINE UNDER L,Sedang,Tinggi,Murah,Slow,laris
467.0,83831-54G00-000,WEASTHERSTRIP RR DOOR OUTER R,Sedang,Rendah,Mahal,Slow,tidak laris
468.0,83841-54G00-000,WEATHERSTRIP RR DOOR OUTER L,Sedang,Rendah,Mahal,Slow,tidak laris
469.0,65100-57820-000,PANEL SET ROOF,Dikit,Rendah,Mahal,Slow,tidak laris
470.0,58410-65D10-000,"HINGE COMP,FRONT HOOD,R",Banyak,Tinggi,Mahal,Slow,tidak laris
471.0,11100-52G01-000,"HEAD ASSY,CYLINDER",Dikit,Rendah,Mahal,Critical,laris
472.0,71711-65DD1-799,BUMPER FR (PRIMARY),Dikit,Rendah,Mahal,Slow,tidak laris
473.0,11141-86FA1-000,"GASKET,CYLINDER HEAD RH",Dikit,Rendah,Mahal,Critical,laris
474.0,11142-86FA1-000,"GASKET,CYLINDER HEAD LH",Sedang,Rendah,Mahal,Critical,tidak laris
475.0,78132-54G00-5PK,CAP FRT MOLDING,Sedang,Tinggi,Murah,Slow,laris
476.0,12631-67D00-000,"SPROCKET,CRANKSHAFT TIMING",Sedang,Tinggi,Mahal,Critical,laris
477.0,12632-67D00-000,"SPROCKET,OIL PUMP DRIVE",Sedang,Tinggi,Murah,Critical,laris
478.0,12742-85FA0-000,"SPROCKET,CAMSHAFT TIMING,LH",Dikit,Rendah,Mahal,Critical,laris
479.0,12745-85FA0-000,"SPROCKET COMP,IDLER,NO.1",Sedang,Rendah,Mahal,Critical,tidak laris
480.0,12762-85FA0-000,"CHAIN COMP,TIMING 2ND,RH",Sedang,Tinggi,Mahal,Critical,laris
481.0,12774-85FA1-000,"GUIDE,TIMING CHAIN,NO.4",Sedang,Tinggi,Murah,Critical,laris
482.0,13119-77E00-000,"GASKET,INTAKE MANIFOLD",Banyak,Tinggi,Murah,Critical,laris
483.0,13122-67D00-000,"GASKET,COLLECTOR",Sedang,Tinggi,Murah,Critical,laris
484.0,13421-77E00-000,"GASKET,THROTTLE BODY",Sedang,Tinggi,Murah,Critical,laris
485.0,16760-85FA0-000,"CHAIN COMP,OIL PUMP DRIVE",Sedang,Tinggi,Murah,Critical,laris
486.0,17858-77E00-000,"HOSE,WATER HEAD,L",Banyak,Tinggi,Murah,Fast,laris
487.0,17871-67D20-000,"HOSE,HEATER INLET",Banyak,Tinggi,Murah,Fast,laris
488.0,18134-67D00-000,"GASKET,IAC VALVE",Sedang,Tinggi,Murah,Critical,laris
857.0,48541-82H10-000,"RING SET,O/P SEAL",Sedang,Rendah,Mahal,Critical,tidak laris
490.0,22931-52D10-000,"HOSE,OIL",Banyak,Tinggi,Murah,Fast,laris
491.0,24114-65DU0-000,"DISK SET,O/D BRAKE",Dikit,Rendah,Mahal,Critical,laris
492.0,24751-67D11-000,"CABLE ASSY,THROTTLE",Sedang,Rendah,Mahal,Critical,tidak laris
493.0,24771-65D00-000,"HOSE,BREATHER T/M",Banyak,Tinggi,Murah,Fast,laris
494.0,26522-52D10-000,"PLATE,SEPARATOR",Sedang,Rendah,Mahal,Critical,tidak laris
495.0,26587-57B00-000,"GASKET,LWR VALVE BODY PLATE",Sedang,Tinggi,Murah,Critical,laris
496.0,26591-57B00-000,"SOLENOID,T/M NO.1",Dikit,Rendah,Mahal,Critical,laris
497.0,26632-57BT1-000,"O-RING SET,DIRECT CL",Banyak,Tinggi,Murah,Fast,laris
498.0,29731-57BT0-000,"O-RING,FORWARD CL ACC PSTN",Banyak,Tinggi,Murah,Fast,laris
499.0,29742-65DT0-000,"O-RING SET,B2 BRAKE PISTON",Banyak,Tinggi,Murah,Fast,laris
500.0,29743-65DT0-000,"O-RING SET,B1 BRAKE PISTON",Banyak,Tinggi,Murah,Fast,laris
501.0,42110-52D00-000,"STOPPER,BUMP",Banyak,Rendah,Murah,Slow,tidak laris
502.0,43592-52D00-000,"SEAL,RR SHAFT OIL,INNER",Banyak,Tinggi,Murah,Fast,laris
503.0,49100-52D00-000,"PUMP ASSY,POWER STEERING",Dikit,Rendah,Mahal,Critical,laris
504.0,36210-60G01-R8H,"LAMP ASSY,ROOM",Sedang,Tinggi,Mahal,Slow,laris
505.0,36717-50J00-000,"COVER,FUSE BOX",Banyak,Tinggi,Murah,Slow,laris
506.0,38410-65D00-000,"PUMP ASSY,WASHER FRONT",Sedang,Tinggi,Mahal,Critical,laris
783.0,11710-80J10-000,"RELAY,TURN SIGNAL",Sedang,Rendah,Mahal,Critical,tidak laris
508.0,49225-65D10-000,"CLAMP,RETURN GEAR SIDE",Sedang,Rendah,Murah,Slow,laris
509.0,53711-52D00-000,"LINK ASSY,R",Sedang,Tinggi,Murah,Critical,laris
510.0,56310-52D00-000,"SENSOR,RR WHEEL",Dikit,Rendah,Mahal,Critical,laris
511.0,73430-50810-R8H,"LOCK ASSY,GLOVE BOX",Sedang,Rendah,Mahal,Slow,tidak laris
512.0,76411-50E00-R8H,GRIP ASSISTANT,Sedang,Rendah,Murah,Slow,laris
513.0,77842-65DA1-0PG,DECAL V6,Banyak,Rendah,Murah,Slow,tidak laris
514.0,82850-65D00-5PK,HANDLE BACK DOOR OUTER,Sedang,Rendah,Murah,Slow,laris
515.0,12610-77E12-000,"PULLEY,CRANKSHAFT",Dikit,Rendah,Mahal,Critical,laris
516.0,12630-57B01-000,"PULLEY,CRANK TIMING BELT",Sedang,Tinggi,Murah,Critical,laris
517.0,53200-76G31-000,"SHOE SET,BRAKE",Sedang,Rendah,Mahal,Critical,tidak laris
518.0,13881-66D00-000,"HOSE,AIR CLEANER,OUTLET",Sedang,Tinggi,Mahal,Fast,laris
519.0,17550-66D00-000,"PIPE,WATER INLET",Sedang,Tinggi,Mahal,Fast,laris
520.0,17841-66D00-000,"HOSE,RADIATOR INLET",Banyak,Tinggi,Murah,Fast,laris
521.0,17851-66D00-000,"HOSE,RADIATOR OUTLET",Banyak,Tinggi,Murah,Fast,laris
522.0,28136-65D01-000,BOOT GEAR SHT CONT LEVER NO.2,Banyak,Rendah,Murah,Slow,tidak laris
523.0,49230-65D00-000,"HOSE,PRESSURE,PUMP SIDE",Sedang,Tinggi,Mahal,Fast,laris
524.0,71811-55G01-799,RR BUMPER (PRIMARY),Dikit,Rendah,Mahal,Slow,tidak laris
525.0,73821-50J00-ZS4,GARNISH I/P CENTRE,Sedang,Tinggi,Mahal,Slow,laris
526.0,11400-65851-000,"GASKET SET,ENGINE",Sedang,Tinggi,Mahal,Critical,laris
527.0,38451-54G01-000,"CAP ASSY,TANK",Sedang,Rendah,Murah,Slow,laris
